2024;CENTRO OESTE;MT;RIO BRANCO;5107206;'15023997000172;EMEI MADRE TEREZA DE CALCUTA;51032295;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;295;'10982051000110;APM - EMEI MADRE TEREZA DE CALCUTA;PDDE;PDDE Basico - Primeira Infancia - P1;1.937,50;1.937,50;3.875,00;16/04/2024
2024;CENTRO OESTE;MT;RIO BRANCO;5107206;'15023997000172;EMEI MADRE TEREZA DE CALCUTA;51032295;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;295;'10982051000110;APM - EMEI MADRE TEREZA DE CALCUTA;PDDE;PDDE Basico - Primeira Infancia - P2;1.937,50;1.937,50;3.875,00;28/05/2024
2024;CENTRO OESTE;MT;RIO BRANCO;5107206;'03507415000810;EE DEPFRANCISCO ERANGEL TORRES;51032333;ADMINISTRAÇÃO PÚBLICA ESTADUAL;282;'01978122000110;CDCE-EE DEPUTADO FRANCISCO EDUARDO RANGEL TORRES;PDDE;PDDE Basico - 1 Parcela;2.996,00;749;3.745,00;24/04/2024
2024;CENTRO OESTE;MT;RIO BRANCO;5107206;'15023997000172;EM MANOEL TAVARES DE MENEZES;51032376;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;469;'01609236000192;ASSOC DE PAIS E MESTRES DA EMPG MANOEL TAVARES MENEZES;PDDE;PDDE Basico - 1 Parcela;3.930,50;1.684,50;5.615,00;07/05/2024
2024;CENTRO OESTE;MT;SALTO DO CEU;5107750;'03507415000810;EE DEPFRANCISCO VILLANOVA;51032694;ADMINISTRAÇÃO PÚBLICA ESTADUAL;370;'03173542000154;CONS DELIBERATIVO DA COMUNID ESCOLAR DA EEPSG DEPFRANCISCO;PDDE;PDDE Basico - 1 Parcela;3.700,00;925;4.625,00;24/04/2024
2024;CENTRO OESTE;MT;SALTO DO CEU;5107750;'15024011000189;E M SIMAO BORORO;51032708;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;425;'04201624000128;CONSELHO DELIBERATIVO DA EM DE 1 GRAU SIMAO BORORO;PDDE;PDDE Basico - 1 Parcela;3.881,25;1.293,75;5.175,00;07/05/2024
2024;CENTRO OESTE;MT;SALTO DO CEU;5107750;'03507415000810;EE VILA PROGRESSO;51032775;ADMINISTRAÇÃO PÚBLICA ESTADUAL;89;'04082797000174;CONS DELIBERATIVO DA COMUNID ESCOLAR DA EE VILA PROGRESSO;PDDE;PDDE Basico - 1 Parcela;2.932,00;733;3.665,00;07/05/2024
2024;CENTRO OESTE;MT;ALTO PARAGUAI;5100508;'03507415000810;EE ALEXANDRE GOMES SILVA CHAVES;51032970;ADMINISTRAÇÃO PÚBLICA ESTADUAL;438;'02068316000140;CONS DELIB DA COMUNID ESCOLAR DA EEPG ALEXANDRE GOMES SILVA;PDDE;PDDE Basico - 1 Parcela;4.244,00;1.061,00;5.305,00;24/04/2024
2024;CENTRO OESTE;MT;ALTO PARAGUAI;5100508;'03507415000810;EE DR ARNALDO ESTEVAO DE FIGUEIREDO;51033003;ADMINISTRAÇÃO PÚBLICA ESTADUAL;142;'03121680000190;CONSDELIBDA COMUN ESC DA ESCESTDE ENSFUNDDRARNALDO;PDDE;PDDE Basico - 1 Parcela;1.876,00;469;2.345,00;24/04/2024
2024;CENTRO OESTE;MT;ALTO PARAGUAI;5100508;'03648532000128;ESCOLA BELA VISTA;51033011;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;180;'03178342000194;CONS DELIB COMUN ESC DA ESC MUNIC ENS FUNDAM BELA VISTA;PDDE;PDDE Basico - 1 Parcela;1.362,50;1.362,50;2.725,00;07/05/2024
2024;CENTRO OESTE;MT;ALTO PARAGUAI;5100508;'03507415000810;EE HENRIQUE JOSE TRINDADE;51033062;ADMINISTRAÇÃO PÚBLICA ESTADUAL;107;'02099246000198;CDCE ESCOLA ESTADUAL HENRIQUE JOSE TRINDADE;PDDE;PDDE Basico - 1 Parcela;2.691,50;1.153,50;3.845,00;13/05/2024
2024;CENTRO OESTE;MT;ARENAPOLIS;5101308;'03507415000810;EE SEN FILINTO MULLER;51033186;ADMINISTRAÇÃO PÚBLICA ESTADUAL;295;'01678326000135;CONSELHO DELIBERATIVO DA COMUNIDADE ESCOLAR;PDDE;PDDE Basico - 1 Parcela;3.100,00;775;3.875,00;12/06/2024
2024;CENTRO OESTE;MT;ARENAPOLIS;5101308;'03507415000810;EE ALFREDO DE ARAUJO GRANJA;51033330;ADMINISTRAÇÃO PÚBLICA ESTADUAL;242;'01832842000172;CONSELHO DELIBERATIVO DA COMUNIDADE ESCOLAR;PDDE;PDDE Basico - 1 Parcela;2.676,00;669;3.345,00;24/04/2024
2024;CENTRO OESTE;MT;NORTELANDIA;5106000;'03425170000106;CENTRO MUL ENSINO JULIO PRAXEDE DUARTE;51033372;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;371;'02674032000106;APM - APM DO CENTRO MUNICIPAL DE ENS JULIO PRAXEDE DUARTE;PDDE;PDDE Basico - 1 Parcela;3.708,00;927;4.635,00;07/05/2024
2024;CENTRO OESTE;MT;NORTELANDIA;5106000;'03507415000810;EE OLEGARIO MOREIRA DE BARROS;51033410;ADMINISTRAÇÃO PÚBLICA ESTADUAL;361;'03092245000184;CDCE DA EPSG DES OLEGARIO MOREIRA DE BARROS;PDDE;PDDE Basico - 1 Parcela;3.174,50;1.360,50;4.535,00;24/04/2024
2024;CENTRO OESTE;MT;NORTELANDIA;5106000;'03507415000810;EE IDALINA DE FARIAS;51033534;ADMINISTRAÇÃO PÚBLICA ESTADUAL;305;'03245426000101;CONSELHO DELIBERATIVO ESCOLAR EEPSG PROFA IDALINA DE FARIAS;PDDE;PDDE Basico - 1 Parcela;3.180,00;795;3.975,00;24/04/2024
2024;CENTRO OESTE;MT;SANTO AFONSO;5107263;'03507415000810;EE GERALDO SANTANA DOS SANTOS;51033569;ADMINISTRAÇÃO PÚBLICA ESTADUAL;138;'01940338000196;CONS DELIBERATIVO DA ESCOLA EST I E II GRAUS GERALDO STAN;PDDE;PDDE Basico - 1 Parcela;3.324,00;831;4.155,00;24/04/2024
2024;CENTRO OESTE;MT;SANTO AFONSO;5107263;'03507415000810;EE ACAD LAURO AUGUSTO DE BARROS;51033593;ADMINISTRAÇÃO PÚBLICA ESTADUAL;171;'01940350000109;CONS DELIBERATIVO DA EE DE I E II GRAUS ACADEMICO LAURO AUG;PDDE;PDDE Basico - 1 Parcela;2.108,00;527;2.635,00;12/06/2024
2024;CENTRO OESTE;MT;NOVA MARILANDIA;5108857;'37464989000102;ESCOLAMUNICIPALCRIANCAESPERANCA;51033747;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;393;'02035902000199;CONSELHO DELIB DA COMUNID ESCOLAR EMEI CRIANCA ESPERANCA;PDDE;PDDE Basico - 1 Parcela;3.884,00;971;4.855,00;07/05/2024
2024;CENTRO OESTE;MT;ACORIZAL;5100102;'03507571000105;EMPG DE ALEIXO;51033828;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;47;'03507571000105;PREF MUN DE ACORIZAL;PDDE;PDDE Basico - 1 Parcela;1.410,00;0;1.410,00;21/05/2024
2024;CENTRO OESTE;MT;ACORIZAL;5100102;'03507415000810;EE DOM ANTONIO CAMPELO;51034000;ADMINISTRAÇÃO PÚBLICA ESTADUAL;306;'01426353000110;CONS DELIBERATIVO DA COMUNID ESCOLAR DA EE DOM ANTONIO CAMP;PDDE;PDDE Basico - 1 Parcela;3.188,00;797;3.985,00;24/04/2024
2024;CENTRO OESTE;MT;ACORIZAL;5100102;'03507415000810;EE PIO MACHADO;51034026;ADMINISTRAÇÃO PÚBLICA ESTADUAL;442;'01421013000105;CONSELHO DELIBERATIVO DA COMUNID ESCOLAR DA EE PIO MACHADO;PDDE;PDDE Basico - 1 Parcela;4.276,00;1.069,00;5.345,00;24/04/2024
2024;CENTRO OESTE;MT;ACORIZAL;5100102;'03507415000810;EE D CEZINA ANTONIA BOTELHO;51034050;ADMINISTRAÇÃO PÚBLICA ESTADUAL;208;'02039557000161;CONS DELIB DA COMUNID ESCOLAR EEPG PROF CEZINA ANTONIABOTEL;PDDE;PDDE Basico - 1 Parcela;3.884,00;971;4.855,00;12/06/2024
2024;CENTRO OESTE;MT;ACORIZAL;5100102;'03507415000810;EE PONCE DE ARRUDA;51034077;ADMINISTRAÇÃO PÚBLICA ESTADUAL;162;'01546012000189;CONSELHO DELIBERATIVO DA COMUN ESC 1GPONCE DE ARRUDA;PDDE;PDDE Basico - 1 Parcela;3.516,00;879;4.395,00;24/04/2024
2024;CENTRO OESTE;MT;JANGADA;5104906;'24772147000168;EMEB FELISMINO FRANCISCO DE ALMEIDA;51034140;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;96;'53656309000109;CONS DELIBERATIVO DA COMUNID ESCOLAR DA EM DE EDUC BASICA;PDDE;PDDE Basico - 1 Parcela;2.988,00;747;3.735,00;13/05/2024
2024;CENTRO OESTE;MT;JANGADA;5104906;'03507415000810;EE MAXIMIANA DO NASCIMENTO;51034166;ADMINISTRAÇÃO PÚBLICA ESTADUAL;99;'01573412000183;CONS DELIBERATIVO DA COMUNID ESCOLAR DA EE MAXIMIANA DO NAS;PDDE;PDDE Basico - 1 Parcela;3.012,00;753;3.765,00;24/04/2024
2024;CENTRO OESTE;MT;JANGADA;5104906;'03507415000810;EE DAMIAO MAMEDES DO NASCIMENTO;51034190;ADMINISTRAÇÃO PÚBLICA ESTADUAL;215;'01575582000105;CONS DELIBERATIVO DA COMUNID ESCOLAR DA EE DAMIAO MAMEDES D;PDDE;PDDE Basico - 1 Parcela;3.940,00;985;4.925,00;24/04/2024
2024;CENTRO OESTE;MT;JANGADA;5104906;'03507415000810;EE BENEDITA AUGUSTA LEMES;51034352;ADMINISTRAÇÃO PÚBLICA ESTADUAL;364;'05327231000128;CONS DELIBERATIVO DA COMUNID ESCOLAR DA EE BENEDITA AUGUSTA;PDDE;PDDE Basico - 1 Parcela;5.132,00;1.283,00;6.415,00;24/04/2024
2024;CENTRO OESTE;MT;JANGADA;5104906;'03507415000810;ESCOLA ESTADUAL ARNALDO ESTEVAO DE FIGUEIREDO;51034360;ADMINISTRAÇÃO PÚBLICA ESTADUAL;500;'01578056000190;CONS DELIBERATIVO DA COMUNID ESCOLAR DA EE ARNALDO ESTEVAO;PDDE;PDDE Basico - 1 Parcela;4.147,50;1.777,50;5.925,00;24/04/2024
2024;CENTRO OESTE;MT;JANGADA;5104906;'03507415000810;EE LUIZA SOARES BOABAID;51034379;ADMINISTRAÇÃO PÚBLICA ESTADUAL;145;'01657455000147;CONS DELIBERATIVO DA COMUNID ESCOLAR DA EE LUIZA SOARES BOA;PDDE;PDDE Basico - 1 Parcela;3.380,00;845;4.225,00;24/04/2024
2024;CENTRO OESTE;MT;ROSARIO OESTE;5107701;'03180924000105;EMEF PROF JOAO BATISTA DA SILVA;51034450;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;232;'03186448000130;CONSELHO DELIBERATIVO DA COMUNIDADE ESCOLAR;PDDE;PDDE Basico - 1 Parcela;2.271,50;973,5;3.245,00;07/05/2024
2024;CENTRO OESTE;MT;ROSARIO OESTE;5107701;'03507415000810;EE PROFESSORA ELIZABET EVANGELISTA PEREIRA;51034565;ADMINISTRAÇÃO PÚBLICA ESTADUAL;413;'04402364000159;CONS DELIBERATIVO DA EE PROFA ELIZABET EVANGELISTA PEREIRA;PDDE;PDDE Basico - 1 Parcela;4.044,00;1.011,00;5.055,00;12/06/2024
2024;CENTRO OESTE;MT;ROSARIO OESTE;5107701;'03180924000105;EMEF QUINTINA MARIA DE OLIVEIRA;51034581;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;591;'03189620000109;CONSELHO DELIBERATIVO DA COMUNIDADE ESCOLAR;PDDE;PDDE Basico - 1 Parcela;1.367,00;5.468,00;6.835,00;07/05/2024
2024;CENTRO OESTE;MT;ROSARIO OESTE;5107701;'03180924000105;ESC MUL I GR ARMANDO DE OLIVEIRA;51034590;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;58;'07515917000178;APM DA ESCOLA MUNICIPAL ARMANDO DE OLIVEIRA;PDDE;PDDE Basico - 1 Parcela;1.053,50;451,5;1.505,00;07/05/2024
2024;CENTRO OESTE;MT;ROSARIO OESTE;5107701;'03180924000105;ESCOLA MUNICIPAL DE PINDAIVAL;51034891;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;84;'05125431000106;CONS DELIBERATIVO DA COMUNID ESCOLAR DA EM DO EF PINDAIVAL;PDDE;PDDE Basico - 1 Parcela;2.530,50;1.084,50;3.615,00;07/05/2024
2024;CENTRO OESTE;MT;CHAPADA DOS GUIMARAES;5103007;'03507415000810;EE CEL RAFAEL DE SIQUEIRA;51035251;ADMINISTRAÇÃO PÚBLICA ESTADUAL;504;'01431001000153;CONSELHO DELIBERATIVO DA COMUNIDADE ESCOLAR;PDDE;PDDE Basico - 1 Parcela;4.772,00;1.193,00;5.965,00;24/04/2024
2024;CENTRO OESTE;MT;CHAPADA DOS GUIMARAES;5103007;'03507415000810;EE REUNIDAS DE CACHOEIRA RICA;51035286;ADMINISTRAÇÃO PÚBLICA ESTADUAL;154;'01819049000133;CONS DELIBERATIVO DA COMUNID ESCOLAR DA EE DE 1O GRAU REUNI;PDDE;PDDE Basico - 1 Parcela;3.452,00;863;4.315,00;24/04/2024
2024;CENTRO OESTE;MT;CHAPADA DOS GUIMARAES;5103007;'03507415000810;EE PROF ANA TEREZA ALBERNAZ;51035375;ADMINISTRAÇÃO PÚBLICA ESTADUAL;789;'01581637000181;CONSELHO DELIBERATIVO DA COM ESC ANA TEREZA ALBERNAZ;PDDE;PDDE Basico - 1 Parcela;7.052,00;1.763,00;8.815,00;24/04/2024
2024;CENTRO OESTE;MT;CHAPADA DOS GUIMARAES;5103007;'03507530000119;ESCOLA MUNICIPAL CORREGO DO CAMPO;51035448;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;30;'02499599000185;CONSELHO DELIBERATIVO ESCOLAR CORREGO DO CAMPO;PDDE;PDDE Basico - 1 Parcela;2.152,50;922,5;3.075,00;21/05/2024
2024;CENTRO OESTE;MT;CHAPADA DOS GUIMARAES;5103007;'03507530000119;ESCOLA MUNICIPAL JJ;51035502;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;59;'09045922000190;CONS DELIBERATIVO ESCOLAR DA EM JJ E VER BENEDITO ALVES PED;PDDE;PDDE Basico - 1 Parcela;2.355,50;1.009,50;3.365,00;07/05/2024
2024;CENTRO OESTE;MT;CHAPADA DOS GUIMARAES;5103007;'03507530000119;ESCOLA MUNICIPAL PROFESSOR JACONDINO BEZERRA;51035510;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;127;'09045938000100;CONSELHO DELIBERATIVO DA ESCOLA MUNICIPAL JACONDINO BEZERRA;PDDE;PDDE Basico - 1 Parcela;2.831,50;1.213,50;4.045,00;07/05/2024
2024;CENTRO OESTE;MT;CHAPADA DOS GUIMARAES;5103007;'03507530000119;ESCOLA MUNICIPAL MONTEIRO LOBATO;51035553;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;365;'02443826000150;CONSELHO ESCOLAR DA EM DE I GRAU MONTEIRO LOBATO;PDDE;PDDE Basico - 1 Parcela;3.202,50;1.372,50;4.575,00;07/05/2024
2024;CENTRO OESTE;MT;CHAPADA DOS GUIMARAES;5103007;'03507530000119;ESCOLA MUNICIPAL PROFESSORA ELBA XAVIER FERREIRA;51035561;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;143;'02032072000146;CONS DELIBERATIVO ESCOLAR DA EM PROF ELBA XAVIER FERREIRA;PDDE;PDDE Basico - 1 Parcela;2.943,50;1.261,50;4.205,00;07/05/2024
2024;CENTRO OESTE;MT;CHAPADA DOS GUIMARAES;5103007;'03507530000119;ESCOLA MUNICIPAL PROFESSORA IRENE FERREIRA DA SILVA;51035626;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;103;'09001953000149;CONS DELIBERATIVO ESCOLAR MUN PROFA IRENE FERREIRA DA SILVA;PDDE;PDDE Basico - 1 Parcela;2.663,50;1.141,50;3.805,00;07/05/2024
2024;CENTRO OESTE;MT;CHAPADA DOS GUIMARAES;5103007;'03507530000119;ESCOLA MUNICIPAL AGUA BRANCA;51035669;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;10;'10174303000184;CONSELHO DELIBERATIVO ESCOLAR DA EM AGUA BRANCA;PDDE;PDDE Basico - 1 Parcela;2.012,50;862,5;2.875,00;21/05/2024
2024;CENTRO OESTE;MT;CHAPADA DOS GUIMARAES;5103007;'03507530000119;ESCOLA MUNICIPAL SANTA HELENA;51035723;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;100;'02499525000149;CONSELHO DELIBERATIVO ESCOLAR DA EM SANTA HELENA;PDDE;PDDE Basico - 1 Parcela;2.265,00;1.510,00;3.775,00;07/05/2024
2024;CENTRO OESTE;MT;CHAPADA DOS GUIMARAES;5103007;'03507530000119;ESCOLA MUNICIPAL THERMOZINA DE SIQUEIRA;51035847;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;133;'02465678000175;CONS DELIBERATIVO ESCOLAR DA EM 1 GRAU THERMOZINA SIQUEIRA;PDDE;PDDE Basico - 1 Parcela;1.127,50;1.127,50;2.255,00;07/05/2024
2024;CENTRO OESTE;MT;CHAPADA DOS GUIMARAES;5103007;'03507415000810;EE SAO JOSE;51035855;ADMINISTRAÇÃO PÚBLICA ESTADUAL;566;'01939381000131;CONSELHO DELIBERATIVO DA COMUNIDADE ESCOLAR;PDDE;PDDE Basico - 1 Parcela;0;8.435,00;8.435,00;24/04/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03507415000810;EE ALINA DO NASCIMENTO TOCANTINS;51036479;ADMINISTRAÇÃO PÚBLICA ESTADUAL;574;'03271923000176;CONS DELIBERATIVO DA COMUNID ESCOLAR DA EE ALINA DO NASCIME;PDDE;PDDE Basico - 1 Parcela;5.332,00;1.333,00;6.665,00;07/05/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03507415000810;EE LEONIDAS ANTERO DE MATOS;51036495;ADMINISTRAÇÃO PÚBLICA ESTADUAL;805;'03159021000142;CDCE DA EEPG DR LEONIDAS ANTERO DE MATOS;PDDE;PDDE Basico - 1 Parcela;7.180,00;1.795,00;8.975,00;24/04/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03507415000810;EE RODOLFO AUGUSTO T CURVO;51036533;ADMINISTRAÇÃO PÚBLICA ESTADUAL;1279;'03136749000159;CDCE DA EEEFM RODOLFO AUGUSTO TRECHAUD E CURVO;PDDE;PDDE Basico - 1 Parcela;10.972,00;2.743,00;13.715,00;24/04/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03507415000810;EE ANDRE AVELINO RIBEIRO;51036541;ADMINISTRAÇÃO PÚBLICA ESTADUAL;1224;'02315622000134;CONS DELIBERATIVO DA COMUNID ESCOLAR ANDRE AVELINO RIBEIRO;PDDE;PDDE Basico - 1 Parcela;10.532,00;2.633,00;13.165,00;24/04/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03507415000810;EE DJALMA FERREIRA DE SOUZA;51036576;ADMINISTRAÇÃO PÚBLICA ESTADUAL;278;'03225549000172;CONS DELIBERATIVO DA COMUNID ESCOLAR DA EE DJALMA FERREIRA;PDDE;PDDE Basico - 1 Parcela;2.964,00;741;3.705,00;24/04/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03507415000810;EE JOAO BRIENNE DE CAMARGO;51036622;ADMINISTRAÇÃO PÚBLICA ESTADUAL;680;'03049222000197;CONS DELIBERATIVO DA COMUNID ESCOLAR DA EE JOAO BRIENNE DE;PDDE;PDDE Basico - 1 Parcela;7.725,00;0;7.725,00;07/05/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03507415000810;EE PE ERNESTO CAMILO BARRETO;51036665;ADMINISTRAÇÃO PÚBLICA ESTADUAL;978;'02455519000190;CONS DELIBERATIVO DA COMUNID ESCOLAR PE ERNESTO C BARRETO;PDDE;PDDE Basico - 1 Parcela;8.564,00;2.141,00;10.705,00;12/06/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03507415000810;EE PADRE JOAO PANAROTTO;51036673;ADMINISTRAÇÃO PÚBLICA ESTADUAL;308;'02274833000176;CDCE - EE PADRE JOAO PANAROTTO;PDDE;PDDE Basico - 1 Parcela;3.204,00;801;4.005,00;24/04/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03507415000810;EE MILITAR DOM PEDRO II PRESIDENTE MEDICI;51036681;ADMINISTRAÇÃO PÚBLICA ESTADUAL;1774;'06139645000196;CONSELHO DELIBERATIVO DA COMUNID ESCOLAR DA EE PRES MEDICI;PDDE;PDDE Basico - 1 Parcela;14.932,00;3.733,00;18.665,00;24/04/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03507415000810;EE MARCELINA DE CAMPOS;51036690;ADMINISTRAÇÃO PÚBLICA ESTADUAL;363;'03133693000189;CONS DELIBERATIVO DA COMUNID ESCOLAR DA EE DE 1 E 2 GRAUS M;PDDE;PDDE Basico - 1 Parcela;3.188,50;1.366,50;4.555,00;24/04/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03507415000810;EE PROF ULISSES CUIABANO;51036720;ADMINISTRAÇÃO PÚBLICA ESTADUAL;838;'03136943000134;CONS DELIBERATIVO DA COMUNID ESCOLAR DA EE PROF ULISSES CUI;PDDE;PDDE Basico - 1 Parcela;7.444,00;1.861,00;9.305,00;24/04/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03507415000810;EE ANTONIO EPAMINONDAS;51036738;ADMINISTRAÇÃO PÚBLICA ESTADUAL;225;'03597780000197;CONS DELIBERATIVO DA COMUNID ESCOLAR DA EEPSG PROF ANTONIO;PDDE;PDDE Basico - 1 Parcela;2.540,00;635;3.175,00;12/06/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03507415000810;EE CLEINIA ROSALINA SOUZA;51036746;ADMINISTRAÇÃO PÚBLICA ESTADUAL;361;'02479615000178;CONS DELIBERATIVO DA COMUNID ESCOLAR DA EE PROFA CLEINIA RO;PDDE;PDDE Basico - 1 Parcela;3.174,50;1.360,50;4.535,00;24/04/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03507415000810;EE SANTOS DUMONT;51036762;ADMINISTRAÇÃO PÚBLICA ESTADUAL;512;'03159030000133;CONSELHO DELIBERATIVO DA COMUNID ESCOLAR DA EE SANTOS DUMONT;PDDE;PDDE Basico - 1 Parcela;4.836,00;1.209,00;6.045,00;24/04/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03507415000810;EE TANCREDO DE ALMEIDA NEVES;51036770;ADMINISTRAÇÃO PÚBLICA ESTADUAL;466;'02039556000117;CONS DELIBERATIVO ESCOLAR DA EE TANCREDO DE ALMEIDA NEVES -;PDDE;PDDE Basico - 1 Parcela;5.026,50;558,5;5.585,00;12/06/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03533064000146;EMEB 12 DE OUTUBRO;51036797;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;537;'01939738000181;CONSELHO DELIBERATIVO DA UNID EDUCACIONAL DA EMEB 12 DE OUT;PDDE;PDDE Basico - 1 Parcela;6.295,00;0;6.295,00;07/05/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03533064000146;EMEB ADELINA PEREIRA VENTURA;51036800;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;230;'04332825000164;CONS DELIBERATIVO DA UNID EDUCACIONAL DA EMEB ADELINA PEREI;PDDE;PDDE Basico - 1 Parcela;2.580,00;645;3.225,00;07/05/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03533064000146;EMEB ANTONIA TITA MACIEL DE CAMPOS;51036835;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;606;'01951149000119;CONS DELIBERATIVO DA UNID EDUCACIONAL DA EMEB ANTONIA TITA;PDDE;PDDE Basico - 1 Parcela;3.492,50;3.492,50;6.985,00;07/05/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03533064000146;EMEB ARISTOTELINO ALVES PRAEIRO;51036851;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;674;'01962217000145;CONS DELIBERATIVO DA UNID EDUCACIONAL DA EMEB ARISTOTELINO;PDDE;PDDE Basico - 1 Parcela;5.365,50;2.299,50;7.665,00;10/05/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03533064000146;EMEB MAL CANDIDO MARIANO DA SILVA RONDON;51036886;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;447;'01944561000101;CONS DELIBERATIVO DA UNID EDUCACIONAL EMEB MARECHAL CANDIDO;PDDE;PDDE Basico - 1 Parcela;4.316,00;1.079,00;5.395,00;07/05/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03533064000146;EMEB CEL OCTAYDE JORGE DA SILVA;51036894;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;666;'01937257000137;CONS DELIBERATIVO DA UNID EDUCACIONAL DA EMEB CEL OCTAYDE J;PDDE;PDDE Basico - 1 Parcela;7.585,00;0;7.585,00;07/05/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03533064000146;EMEB CONSTANCA FIGUEIREDO PALMA BEM BEM;51036908;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;678;'01996513000167;CONS DELIBERATIVO DA UNID EDUCACIONAL DA EMEB CONSTANCA FIG;PDDE;PDDE Basico - 1 Parcela;6.164,00;1.541,00;7.705,00;07/05/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03533064000146;EMEB PROFA ELZA LUIZA ESTEVES;51036940;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;370;'01939525000150;CONS DELIBERATIVO DA UNID EDUCACIONAL EMEB PROFA ELZA LUIZA;PDDE;PDDE Basico - 1 Parcela;2.312,50;2.312,50;4.625,00;07/05/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03533064000146;EMEB PROF FILOGONIO CORREA;51036983;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;466;'02016113000100;CDUE DA EMEB PROF FILOGONIO CORREA;PDDE;PDDE Basico - 1 Parcela;1.675,50;3.909,50;5.585,00;07/05/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03533064000146;EMEB GLAUCIA MARIA BORGES GARCIA;51036991;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;456;'01940385000130;CONS DELIBERATIVO DA UNID EDUCACIONAL EMEB GLAUCIA MARIA BO;PDDE;PDDE Basico - 1 Parcela;5.485,00;0;5.485,00;07/05/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03533064000146;EMEB PROFA GUILHERMINA DE FIGUEIREDO;51037009;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;457;'01940367000158;CONS DELIBERATIVO DA UNID EDUCACIONAL DA EMEB PROF GUILHERM;PDDE;PDDE Basico - 1 Parcela;3.846,50;1.648,50;5.495,00;07/05/2024
2024;CENTRO OESTE;MT;CUIABA;5103403;'03533064000146;EMEB PROF HELIO SOUZA VIEIRA;51037025;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;274;'01940374000150;CONS DELIBERATIVO DA UNID EDUCACIONAL DA EMEB HELIO DE SOUZ;PDDE;PDDE Basico - 1 Parcela;1.099,50;2.565,50;3.665,00;07/05/2024
